<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.06.10	06:20:00	3322.983	3325.998	3322.844	3323.938	1125	0	159
2025.06.10	06:25:00	3323.970	3326.200	3321.363	3325.942	1149	0	160
2025.06.10	06:30:00	3325.910	3329.119	3325.421	3326.780	1448	0	160
2025.06.10	06:35:00	3326.810	3331.322	3326.810	3327.986	1396	0	159
2025.06.10	06:40:00	3327.948	3329.647	3327.115	3329.269	1063	0	160
2025.06.10	06:45:00	3329.304	3331.201	3328.576	3328.581	1260	0	160
2025.06.10	06:50:00	3328.550	3329.277	3326.817	3328.595	735	0	160
2025.06.10	06:55:00	3328.574	3328.674	3325.374	3325.374	828	0	159
2025.06.10	07:00:00	3325.349	3329.063	3325.349	3326.488	1216	0	160
2025.06.10	07:05:00	3326.612	3329.264	3326.140	3328.786	1178	0	159
2025.06.10	07:10:00	3328.833	3329.571	3327.794	3328.076	1063	0	159
2025.06.10	07:15:00	3328.076	3328.688	3325.832	3326.144	834	0	159
2025.06.10	07:20:00	3326.145	3326.545	3324.211	3324.610	800	0	160
2025.06.10	07:25:00	3324.608	3328.092	3324.002	3327.819	810	0	159
2025.06.10	07:30:00	3327.857	3331.995	3327.676	3331.240	1049	0	159
2025.06.10	07:35:00	3331.261	3332.201	3329.089	3330.343	901	0	160
2025.06.10	07:40:00	3330.318	3331.521	3327.447	3329.027	1166	0	160
2025.06.10	07:45:00	3328.981	3331.363	3327.920	3329.738	1210	0	159
2025.06.10	07:50:00	3329.724	3330.990	3328.813	3329.176	717	0	160
2025.06.10	07:55:00	3329.224	3330.328	3328.733	3330.180	649	0	159
2025.06.10	08:00:00	3330.090	3331.009	3328.197	3329.775	931	0	160
2025.06.10	08:05:00	3329.675	3330.847	3326.866	3330.367	953	0	159
2025.06.10	08:10:00	3330.341	3332.621	3328.819	3332.011	1151	0	160
2025.06.10	08:15:00	3332.028	3334.834	3331.755	3332.827	854	0	160
2025.06.10	08:20:00	3332.858	3332.922	3329.943	3330.336	586	0	159
2025.06.10	08:25:00	3330.323	3330.845	3328.732	3329.265	624	0	160
2025.06.10	08:30:00	3329.187	3330.011	3328.626	3329.558	557	0	160
2025.06.10	08:35:00	3329.501	3329.792	3327.316	3327.814	506	0	160
2025.06.10	08:40:00	3327.853	3329.465	3327.094	3327.492	557	0	160
2025.06.10	08:45:00	3327.561	3327.790	3326.194	3327.419	570	0	159
2025.06.10	08:50:00	3327.417	3329.951	3327.274	3329.644	575	0	160
2025.06.10	08:55:00	3329.614	3330.053	3328.103	3329.337	627	0	159
2025.06.10	09:00:00	3329.300	3330.307	3328.761	3329.798	536	0	160
2025.06.10	09:05:00	3329.751	3330.009	3327.483	3328.668	544	0	160
2025.06.10	09:10:00	3328.618	3330.040	3328.550	3329.590	509	0	160
2025.06.10	09:15:00	3329.643	3331.009	3329.383	3330.825	486	0	160
2025.06.10	09:20:00	3330.815	3331.863	3329.669	3330.385	489	0	159
2025.06.10	09:25:00	3330.388	3330.741	3328.809	3329.215	516	0	160
2025.06.10	09:30:00	3329.167	3329.357	3327.600	3328.477	639	0	160
2025.06.10	09:35:00	3328.486	3328.995	3327.734	3328.503	455	0	159
2025.06.10	09:40:00	3328.543	3329.044	3327.745	3327.769	442	0	159
2025.06.10	09:45:00	3327.836	3328.706	3327.141	3328.244	490	0	160
2025.06.10	09:50:00	3328.217	3329.025	3327.190	3327.788	506	0	159
2025.06.10	09:55:00	3327.797	3329.805	3327.611	3329.798	426	0	160
2025.06.10	10:00:00	3329.825	3330.243	3328.760	3328.927	685	0	160
2025.06.10	10:05:00	3328.927	3329.997	3328.507	3329.093	456	0	160
2025.06.10	10:10:00	3329.139	3330.293	3328.918	3329.085	480	0	160
2025.06.10	10:15:00	3329.067	3330.767	3328.406	3330.302	481	0	160
2025.06.10	10:20:00	3330.212	3333.790	3329.735	3333.498	502	0	159
2025.06.10	10:25:00	3333.490	3335.397	3332.740	3333.964	739	0	159
2025.06.10	10:30:00	3333.914	3334.271	3332.835	3333.730	558	0	159
2025.06.10	10:35:00	3333.714	3335.235	3333.514	3334.826	503	0	159
2025.06.10	10:40:00	3334.865	3334.865	3332.902	3333.924	527	0	160
2025.06.10	10:45:00	3333.926	3334.346	3332.822	3333.793	466	0	160
2025.06.10	10:50:00	3333.767	3335.339	3333.767	3334.893	540	0	160
2025.06.10	10:55:00	3334.864	3336.269	3334.472	3335.389	483	0	160
2025.06.10	11:00:00	3335.392	3336.344	3333.785	3334.062	535	0	160
2025.06.10	11:05:00	3334.063	3337.634	3333.944	3336.716	591	0	160
2025.06.10	11:10:00	3336.679	3339.260	3336.261	3339.052	911	0	160
2025.06.10	11:15:00	3339.045	3341.640	3338.986	3341.431	815	0	160
2025.06.10	11:20:00	3341.452	3342.166	3339.800	3340.149	706	0	159
2025.06.10	11:25:00	3340.083	3340.802	3339.213	3340.504	569	0	159
2025.06.10	11:30:00	3340.542	3342.587	3339.875	3340.187	701	0	160
2025.06.10	11:35:00	3340.217	3340.827	3338.651	3339.768	747	0	160
2025.06.10	11:40:00	3339.766	3339.901	3336.114	3337.990	806	0	160
2025.06.10	11:45:00	3337.977	3338.108	3336.167	3336.701	583	0	160
2025.06.10	11:50:00	3336.746	3337.118	3333.468	3334.609	777	0	159
2025.06.10	11:55:00	3334.638	3335.113	3332.176	3333.780	865	0	160
2025.06.10	12:00:00	3333.817	3335.870	3332.759	3332.759	814	0	159
2025.06.10	12:05:00	3332.734	3333.555	3331.380	3332.372	870	0	159
2025.06.10	12:10:00	3332.309	3332.590	3329.190	3329.204	828	0	159
2025.06.10	12:15:00	3329.107	3332.310	3328.200	3332.175	1040	0	159
2025.06.10	12:20:00	3332.272	3337.401	3332.272	3335.527	1161	0	160
2025.06.10	12:25:00	3335.563	3338.490	3335.563	3337.147	1159	0	159
2025.06.10	12:30:00	3337.235	3340.279	3336.807	3339.135	1069	0	159
2025.06.10	12:35:00	3339.057	3340.211	3337.666	3337.845	910	0	160
2025.06.10	12:40:00	3337.907	3338.741	3335.483	3338.634	959	0	159
2025.06.10	12:45:00	3338.595	3340.261	3338.375	3339.775	770	0	159
2025.06.10	12:50:00	3339.778	3340.221	3338.654	3339.350	810	0	159
2025.06.10	12:55:00	3339.320	3339.634	3337.068	3337.199	814	0	159
2025.06.10	13:00:00	3337.129	3339.050	3335.525	3338.707	1295	0	160
2025.06.10	13:05:00	3338.749	3338.861	3336.440	3337.783	994	0	160
2025.06.10	13:10:00	3337.818	3340.247	3337.157	3338.880	1019	0	159
2025.06.10	13:15:00	3338.924	3341.021	3338.147	3340.393	947	0	159
2025.06.10	13:20:00	3340.432	3344.768	3340.205	3344.250	1137	0	159
2025.06.10	13:25:00	3344.280	3346.136	3341.563	3345.772	1464	0	160
2025.06.10	13:30:00	3345.744	3347.004	3343.674	3344.454	1829	0	159
2025.06.10	13:35:00	3344.426	3345.133	3342.575	3344.543	1579	0	159
2025.06.10	13:40:00	3344.568	3347.780	3343.706	3347.594	1274	0	160
2025.06.10	13:45:00	3347.553	3349.153	3345.573	3346.747	1508	0	159
2025.06.10	13:50:00	3346.711	3347.293	3344.915	3346.800	1413	0	160
2025.06.10	13:55:00	3346.838	3347.236	3343.499	3343.628	1289	0	159
2025.06.10	14:00:00	3343.591	3343.727	3337.887	3341.530	2138	0	159
2025.06.10	14:05:00	3341.490	3341.490	3334.466	3335.321	1973	0	159
2025.06.10	14:10:00	3335.356	3338.400	3333.607	3336.217	1898	0	159
2025.06.10	14:15:00	3336.326	3339.043	3331.169	3333.223	1605	0	159
2025.06.10	14:20:00	3333.177	3336.414	3331.676	3334.395	1767	0	159
2025.06.10	14:25:00	3334.360	3335.346	3332.689	3333.553	1451	0	159
2025.06.10	14:30:00	3333.526	3333.648	3331.146	3331.739	1475	0	159
2025.06.10	14:35:00	3331.698	3333.540	3330.386	3333.147	1248	0	160
2025.06.10	14:40:00	3333.098	3333.292	3328.983	3329.751	1131	0	159
2025.06.10	14:45:00	3329.709	3332.525	3327.683	3330.432	1536	0	159
2025.06.10	14:50:00	3330.397	3330.494	3325.446	3327.908	1506	0	160
2025.06.10	14:55:00	3327.935	3329.617	3326.996	3328.617	1479	0	159
2025.06.10	15:00:00	3328.540	3328.540	3324.598	3324.598	1439	0	159
2025.06.10	15:05:00	3324.564	3329.164	3324.518	3328.046	1236	0	160
2025.06.10	15:10:00	3328.073	3328.741	3325.410	3325.801	1019	0	160
2025.06.10	15:15:00	3325.835	3326.154	3323.720	3324.943	1173	0	160
2025.06.10	15:20:00	3325.002	3326.304	3323.480	3323.715	981	0	160
2025.06.10	15:25:00	3323.815	3326.682	3323.692	3326.682	811	0	159
2025.06.10	15:30:00	3326.713	3329.346	3324.766	3326.476	1583	0	160
2025.06.10	15:35:00	3326.500	3328.967	3325.718	3325.980	1189	0	159
2025.06.10	15:40:00	3325.982	3327.811	3323.165	3326.091	1859	0	160
2025.06.10	15:45:00	3326.172	3326.333	3324.426	3325.926	946	0	159
2025.06.10	15:50:00	3325.891	3328.213	3325.466	3328.075	671	0	159
2025.06.10	15:55:00	3328.080	3328.276	3325.944	3326.692	641	0	160
2025.06.10	16:00:00	3326.653	3327.758	3325.535	3327.197	599	0	160
2025.06.10	16:05:00	3327.205	3327.388	3324.659	3325.344	739	0	159
2025.06.10	16:10:00	3325.396	3325.396	3321.155	3322.889	1200	0	159
2025.06.10	16:15:00	3322.876	3323.166	3320.597	3322.184	863	0	159
2025.06.10	16:20:00	3322.204	3323.409	3321.241	3321.713	631	0	159
2025.06.10	16:25:00	3321.741	3322.957	3321.332	3322.717	699	0	160
2025.06.10	16:30:00	3322.752	3323.398	3321.842	3323.096	655	0	160
2025.06.10	16:35:00	3323.133	3323.167	3321.250	3322.551	613	0	160
2025.06.10	16:40:00	3322.609	3324.513	3322.411	3323.530	645	0	159
2025.06.10	16:45:00	3323.530	3323.530	3320.678	3321.518	595	0	160
2025.06.10	16:50:00	3321.516	3322.251	3320.986	3321.247	543	0	160
2025.06.10	16:55:00	3321.214	3321.623	3319.944	3321.357	613	0	159
2025.06.10	17:00:00	3321.382	3323.306	3320.427	3322.881	654	0	160
2025.06.10	17:05:00	3322.864	3324.364	3321.610	3324.318	599	0	160
2025.06.10	17:10:00	3324.282	3324.536	3322.136	3322.508	607	0	159
2025.06.10	17:15:00	3322.410	3323.578	3321.001	3321.318	520	0	160
2025.06.10	17:20:00	3321.277	3321.765	3320.448	3321.446	606	0	160
2025.06.10	17:25:00	3321.429	3323.986	3321.274	3321.891	799	0	160
2025.06.10	17:30:00	3321.931	3324.271	3321.918	3323.886	487	0	160
2025.06.10	17:35:00	3323.923	3324.708	3323.511	3323.777	488	0	160
2025.06.10	17:40:00	3323.800	3325.171	3323.282	3323.970	506	0	160
2025.06.10	17:45:00	3323.896	3324.276	3323.012	3323.922	443	0	160
2025.06.10	17:50:00	3323.876	3325.375	3323.695	3325.265	419	0	159
2025.06.10	17:55:00	3325.285	3325.827	3324.419	3324.763	454	0	159
2025.06.10	18:00:00	3324.670	3325.355	3323.274	3323.491	667	0	160
2025.06.10	18:05:00	3323.447	3324.191	3322.902	3323.807	484	0	160
